mu
14.5783499172571
13.4435767098068
21.0087989628391
19.2422778697385
21.2857603166824
19.4402367907737
19.7827992080441
21.8365759678919
22.3962591048672
19.2501699399156
25.7675900606104
12.1334722374451
15.4385298844616
23.2149659489493
16.2829141442994
19.9787570044545
21.2435345364398
25.6896156908681
24.3989146895896
26.5576487377082
18.9843340503222
18.8164911623136
19.4986434204332
20.9633308331483
16.3291269277975
20.0099638724349
22.7219188429406
20.9577483322892
24.6981241119529
32.2121658873688
21.2983143816043
23.8464413200995
20.1099470093663
