mu
37.9425902824823
48.3082001016947
60.4519046495647
56.8956860997813
64.2100380596736
53.2466905316586
12.030668726608
31.6716442076319
17.8414140851647
19.5912766425976
32.0441081822225
71.4473628155989
33.6402275285897
37.975361493646
47.0091379961182
23.0187390050192
39.0932451109969
67.4916486737259
65.5655231471531
73.4596582359605
43.5088315703971
49.2413569635676
34.5114870838552
52.7722225663382
54.4543258810767
35.3442155005498
46.4720273672737
48.2970387579359
47.9706742942441
27.3373785319861
18.1660528931875
15.5720179900044
16.6576506020956
59.6715290624507
45.2726085646364
41.4076986799608
32.2989481712841
36.7162790056633
22.5607938733846
22.3837954704289
23.224865827638
25.6504288541622
23.0500752683008
14.9743228794005
20.8394143057044
26.8621464676983
20.5433342034281
25.1971872834632
22.3616980709021
18.5338636961081
21.0369604011101
33.0413122921413
24.9575840890533
42.3350841102728
15.811523942649
28.6649998770777
31.2020861892785
41.1674424297069
32.5331977887708
50.5405204107395
9.69465495175176
33.6706793966446
35.2245592695092
22.2132699725911
32.0136276401074
29.0790535731818
71.3995623743271
14.019363947605
36.6297338127146
24.8300020196931
30.3659112621477
27.0957164022795
56.6203231416845
35.2257457819734
37.1074027633289
37.0359612612459
13.9849374279681
37.3471206717453
22.3639015443965
34.5886358045295
31.473590926568
22.934435452904
37.1623185552317
15.9253752051943
15.9872095959813
69.496133855075
38.4786156918089
35.9759795099617
44.0834502002735
57.2035453606665
28.8400173786293
41.9592190703571
18.5687842453062
23.2517265534875
35.9850011691525
66.7887705051187
25.4045697481637
34.4137181498399
