frame,x,y,particle
156,322.614978742648,805.121811246306,26
157,315.635509595128,799.748566263519,26
158,307.439537613517,796.734179179489,26
159,348.095484016035,809.683292164914,26
160,354.213759219746,818.847679504758,26
161,368.656754678581,830.881630931796,26
162,378.073009226226,840.320387760445,26
163,376.538333118211,841.719068860227,26
164,350.390942497603,820.251225742431,26
167,337.731355674911,806.908288306793,26
168,322.706160578275,786.448328537291,26
169,310.559989477891,766.981996278824,26
170,313.118996676519,778.610347009369,26
171,317.043842231564,786.411564697315,26
172,309.284772871393,777.301992820616,26
173,304.262440630902,777.489117939074,26
174,300.990025971176,777.243577101076,26
175,287.119796545071,773.674708005894,26
176,266.762468054873,747.07033232392,26
177,263.39851994001,720.901055614381,26
178,251.582983971936,697.356365656148,26
179,243.323310139477,660.112017100147,26
180,244.074392458214,635.175575149689,26
116,104.710029913025,289.914758915701,27
117,115.206227143918,281.05085100561,27
129,107.355176995377,258.903265001332,27
130,114.103476646461,254.705964547343,27
131,116.775737450481,245.864549930958,27
132,142.989038628828,216.673810499495,27
133,180.235291522459,195.362523049068,27
134,214.747358435095,176.86401715593,27
135,218.592511359498,170.628332636526,27
136,234.898871800592,154.670126450212,27
137,266.337371778843,142.750616166116,27
138,252.90639197266,154.182690835839,27
139,247.206194508938,165.169910759179,27
140,237.4048593411,171.946253044407,27
141,242.272749864579,174.050037662038,27
142,277.316688647629,158.856441826007,27
143,286.658403416878,155.498283939456,27
144,312.841939946743,141.334465957557,27
145,279.785709023721,161.237103571549,27
146,291.186321376027,156.909889712031,27
147,297.423623760064,156.794257268175,27
148,293.85318719407,150.860594974647,27
166,303.006414029203,140.051298259157,27
167,293.429378876052,143.712502772452,27
168,310.01187048397,138.296840989622,27
179,300.672939488247,135.557586000797,27
180,304.084121788837,133.972849006021,27
119,158.823752893834,450.551290007651,28
120,154.879396973663,449.004421520287,28
122,176.131031832789,411.164991335562,28
123,191.207349073462,384.951395648008,28
124,191.128565193004,380.163638609751,28
125,202.651585475251,368.245462715954,28
126,190.205448856345,378.675058151159,28
135,156.328342798977,358.114193946314,28
136,171.224319423904,340.072083442052,28
137,175.074307288501,340.057064107147,28
138,171.063364191833,349.448173107534,28
139,196.228665093955,330.580463843567,28
140,195.296164232554,325.898675759458,28
141,192.255954489873,332.379759814824,28
142,197.517802346311,327.163394276053,28
143,213.672844546364,309.695073200808,28
144,230.749036277073,295.749825085542,28
145,259.515367998335,273.104200270943,28
146,283.938905122536,243.057907501593,28
147,252.042703247031,262.030284918127,28
122,18.6325871935118,371.39230428025,29
123,28.5394829327946,369.846767993628,29
124,57.1185173212368,403.003690452474,29
125,83.3629982198725,362.937244824938,29
126,106.745069671123,358.511691222126,29
127,133.597265017993,334.506575817631,29
128,143.945861438571,312.276763917547,29
129,151.596901062887,304.532247162543,29
130,154.174165909849,310.122179968783,29
131,184.185478139799,275.948093309856,29
132,203.58977701205,260.89545906001,29
133,203.907598265075,258.565270001689,29
134,205.444557926384,252.239176542867,29
135,216.761694595803,239.762844796548,29
136,211.432190229163,250.022531154884,29
137,208.927539003915,250.098105464413,29
138,224.700005215509,252.491940297621,29
139,218.338200201648,261.660666513263,29
140,215.274871027563,260.425538091975,29
141,213.839606580532,263.96835119089,29
142,217.275529698072,266.21748345777,29
143,234.047355785418,251.332795437521,29
144,256.552557151318,231.836148075596,29
145,254.673762196633,229.079933668956,29
146,289.758477669668,205.498831868435,29
147,318.064800952619,190.201207101935,29
148,359.914145082262,171.632644273488,29
149,343.284557467423,125.304545453651,29
150,351.582461791706,121.294803850642,29
151,384.073940996112,109.682703144032,29
152,430.283107245887,103.885911080625,29
153,447.790903539244,95.6516999465824,29
154,457.139758875084,100.198319494701,29
155,473.680623153138,103.654576605091,29
157,454.51474550587,114.130369333707,29
158,475.709989029116,112.744789254971,29
159,476.808395019214,118.445836506618,29
160,482.377760010587,119.253721405892,29
161,484.675461782349,128.280407005472,29
162,515.679408964247,137.458235745736,29
163,525.850380543923,143.026413171349,29
164,565.083832947218,163.379393844283,29
165,579.563434377563,176.377756990158,29
183,611.254390891647,178.842235514424,29
184,645.728524894682,214.68791466603,29
185,671.336282164887,248.543510190538,29
123,934.33124087471,168.336662758664,30
124,941.465408657221,174.043635033403,30
125,958.763672153712,198.6104177454,30
126,963.018708292821,198.39339897806,30
127,972.923332955825,214.65429577174,30
128,986.587286080707,232.953114925682,30
129,998.676733564391,257.286124887362,30
130,1014.32224246362,211.769192798079,30
150,1023,228,30
151,988.264930354244,193.11293125047,30
152,969.146265354939,155.843112566623,30
153,952.578440726448,129.524809884105,30
154,933.943014502525,113.396804533038,30
155,919.704457196461,76.0669774371027,30
156,912.881210909501,47.0687272230721,30
157,945.077566957925,81.3424904693599,30
158,940.357987453498,44.6359835029727,30
159,939.870898916829,35.9646711382197,30
183,967.207476144107,48.2151596129055,30
184,960.319917005183,6.82380079077943,30
131,117.508634148191,185.697636146513,31
132,127.951823232117,183.529247892798,31
133,142.033465518171,180.920122641367,31
134,144.467325883605,179.335691911552,31
135,137.176078835414,184.181093211177,31
136,147.361260142414,181.688808954623,31
137,147.025014418015,181.524018106118,31
138,137.608474043064,190.987532743185,31
139,144.907764574901,183.423086755937,31
140,161.701051773672,177.325839212415,31
141,156.199209975875,189.98533730736,31
142,166.84186458619,183.649033380828,31
143,137.831085592568,195.566560288592,31
144,144.161279427522,187.678170947957,31
145,160.787770611419,176.85505813955,31
146,182.749309641922,167.578829192046,31
147,185.649399442893,168.206754672263,31
148,174.656104573806,173.313117323948,31
149,214.685055800382,147.44625215736,31
150,256.918182599908,132.378971528042,31
151,254.783895132949,132.023980649745,31
155,284.294323008441,105.512743095679,31
156,319.401418644271,104.446659155108,31
157,328.83949580344,105.582179319014,31
158,343.482244212455,105.954672481096,31
159,365.349660060194,100.241341831042,31
160,399.970377413773,93.7705068264688,31
161,416.613661937379,88.7379006492417,31
162,423.218435438802,84.5615712609861,31
135,644.74717907371,530.777360925518,32
136,631.470683685745,563.396452155534,32
137,619.043929162837,584.138576838405,32
138,604.687551055289,598.616734638313,32
139,603.436849459494,593.348190127076,32
140,582.413508653829,611.0772537088,32
141,589.869341553567,609.292208419484,32
144,570.361866911959,631.587834481468,32
145,543.758826365003,638.533683009455,32
146,533.241675571766,644.608897899549,32
147,514.862406286052,646.886826084195,32
148,488.852368928829,642.88506094274,32
149,456.098996608002,640.400429221483,32
150,446.433771848082,632.504825063342,32
151,423.783574639209,626.164915150161,32
152,409.36694971276,613.654726024273,32
153,407.724276651651,608.899250493915,32
154,388.080817355668,578.196795502566,32
156,372.393303682475,553.347312556705,32
157,363.673853276781,515.48982333905,32
158,369.125785578869,470.39687734346,32
159,375.584119005068,455.605101675844,32
160,384.673577015753,439.756273781891,32
161,393.244156208816,432.373154193692,32
162,409.279391701239,404.475688020431,32
163,402.7537756446,404.526569650829,32
164,433.948857193717,385.419543207323,32
165,455.555153637456,377.92436703587,32
166,473.916266300346,372.2060980032,32
167,499.994639211508,375.126482960178,32
168,514.394606569552,373.727936602214,32
169,519.71837711666,372.755612338147,32
170,527.694423052429,382.733681539381,32
171,565.517522382767,389.502820169302,32
172,575.890460493426,389.609314994653,32
173,578.082421226239,395.74962154296,32
174,588.888396413018,404.151120469267,32
144,141.292582000302,337.208850328089,33
145,140.090388445235,335.88256628985,33
146,170.062095670861,303.385430117622,33
147,162.407650788974,307.947267444937,33
155,194.750049210271,310.06899733063,33
156,227.086444862561,280.058375739696,33
169,235.724216867134,270.853077052645,33
170,224.579756151952,268.328651054573,33
178,238.165888367548,251.427275495586,33
179,259.386304187003,232.950545087402,33
180,265.699313277132,215.872703142643,33
181,285.063960262832,210.284693305691,33
182,322.249390363189,193.159980060966,33
183,287.569804797681,203.532275038867,33
184,281.700960119756,208.56303506422,33
186,281.086962631876,204.057855814709,33
187,306.146245493262,195.044633506554,33
194,334.716343353465,184.772520608083,33
195,349.114661243534,179.75420314644,33
196,337.52221284597,189.473263911532,33
197,366.973404013533,178.007046948328,33
