frame,x,y,particle
40,503.706253988396,309.121809445408,2
41,517.172653963694,317.342716811891,2
42,526.80158243251,327.942858980838,2
43,526.776155027847,328.051849427771,2
44,529.093726009352,359.588690055866,2
45,527.182303597323,373.787688060817,2
46,519.500002522301,384.633487240042,2
47,513.842398082508,376.21816505985,2
48,510.093432791175,387.151886779684,2
49,506.597895321767,389.021087443676,2
51,486.661367658591,415.616982484447,2
52,477.55278331758,415.114893174367,2
53,464.257904199752,413.739365105156,2
54,452.108545794638,398.114866439062,2
55,438.204905743828,396.863869802305,2
56,432.492856159389,397.920091237278,2
58,402.344412573536,391.737930983834,2
59,415.686364924635,377.979192874793,2
60,416.796294432365,388.178524410179,2
61,422.961741940537,388.81213137087,2
62,424.500976137605,384.073797688841,2
0,477,1023,3
1,466.188601142326,1020.69588306016,3
8,496.149147823574,1006.77567321104,3
9,467.038980289632,984.129626014463,3
17,477.809911541832,981.868185791725,3
18,461.403202672492,973.035478076385,3
19,477.169446536344,978.614603859112,3
20,464.366643528499,971.683279206579,3
22,468.609757598557,930.217154551849,3
23,441.519495274219,955.164377021525,3
24,439.79947405666,956.787789039067,3
25,414.483063394745,996.512072490574,3
26,428.407885078893,998.145629698775,3
27,418.495961664628,970.321761351083,3
31,435.613712875579,963.818648248762,3
32,441.720348616244,964.070475381919,3
33,455.779292188365,964.88546348551,3
35,440.97834333679,959.139343376033,3
36,421.160289930693,941.447132082646,3
44,419.076516819953,910.145293717344,3
45,392.435783252236,909.419598503862,3
49,388.906229975452,936.426149303646,3
50,428.681118487527,966.230491424396,3
57,445.975924304476,954.224691111473,3
58,437.470002920071,961.757447067959,3
61,436.927830004547,980.61967153177,3
62,406.766864137072,952.082956511597,3
4,214.404012365001,727.686231128233,4
5,196.710910664624,707.90798126437,4
6,198.252083241251,694.12441935452,4
7,194.190652265696,702.454768972603,4
8,195.993870680639,709.148641821631,4
9,196.27631580947,713.998633497795,4
10,201.971387814227,743.080383241957,4
11,204.961525821677,753.590475598004,4
35,196.830058264896,753.261879502766,4
36,208.027800585386,770.544213977302,4
38,215.18611172699,758.16154408893,4
39,204.359456187982,763.00152700044,4
40,191.474265511788,741.256096775362,4
41,200.579010090355,768.671050035266,4
52,193.141109545527,776.999587982409,4
53,192.628912556429,783.786174090598,4
54,182.08104651946,744.830510845316,4
55,165.140490107688,729.777213492557,4
56,152.065010010914,707.099863199343,4
63,139.70247444258,698.945302957975,4
64,127.920281798767,671.704283913089,4
69,102.808409918244,649.214583193972,4
70,82.4521601649768,634.827248151354,4
10,426.378888358227,171.805301864906,5
11,446.278602965934,175.863331762045,5
12,469.103193714058,184.381895012719,5
13,504.373174136759,193.064130028661,5
14,504.626032629933,195.3893104981,5
15,516.207522543022,200.877475388628,5
16,551.65523018817,221.604809520629,5
17,585.096946286221,250.998991889137,5
18,612.128027053588,281.675101070492,5
19,613.056365204006,284.096298381068,5
20,612.897601685202,285.244935346552,5
22,607.521177328138,263.609426211826,5
23,623.255649822701,302.358904305749,5
24,628.31690563241,311.286195366163,5
25,626.015157729129,308.824842771172,5
28,626.326006308793,325.548349101937,5
29,629.107170980397,319.804868912603,5
30,629.979743603404,343.826747282367,5
31,634.307033780965,348.614248527921,5
32,630.115056364881,352.466775030509,5
33,617.246690582878,379.2426069192,5
34,600.719329877935,402.475545833656,5
35,575.128546665246,430.603230539487,5
36,582.48435785694,415.808435110048,5
37,561.422900888756,434.013473078415,5
38,533.410293095513,449.066987068019,5
39,534.01259657804,451.052152527197,5
40,523.371084775941,455.425674904835,5
41,517.207099936165,456.818418690537,5
42,493.75444524197,468.304019163815,5
43,478.846546212524,470.967191823443,5
44,456.666545642756,477.886922981255,5
45,440.449306979065,476.995596782646,5
46,418.309064594757,474.851683627783,5
47,421.449568374833,479.593608021699,5
48,400.173650341528,466.53181927344,5
49,384.236604880682,458.653964629039,5
50,379.945232477262,445.382091363839,5
51,367.811832397519,438.808962467656,5
52,362.671220287355,409.059138975865,5
67,361.858789581501,379.337758983217,5
68,372.246924001388,361.602306352584,5
69,377.570910395012,358.165344432529,5
70,380.955266715971,353.081728566236,5
71,379.059137460273,356.653382251826,5
11,393.620491527466,27.9812301662843,6
12,380.793180940255,18.4336953670203,6
13,406.460789249937,21.7584795566444,6
14,400.133696928594,17.3603987631277,6
15,406.778523613601,19.6442832997033,6
16,440.243131481911,24.492314130171,6
17,461.519544017496,29.9601998575443,6
18,440.765158140215,30.1490611993253,6
26,465.124430081122,16.5239274367011,6
27,498.368697886694,22.9108268044905,6
28,497.812206613745,30.0005127544824,6
53,478.314952252668,48.1461085683032,6
54,504.691336508577,51.6651388257939,6
55,525.447727115048,63.9323125537838,6
56,527.115680627739,62.0954403230045,6
57,540.038401314067,64.9534471833242,6
58,557.333163032287,83.547270830964,6
59,578.081784119571,102.685145547214,6
26,511.931000141806,206.633919020886,7
27,533.933797426532,216.161611665274,7
28,525.724199271535,216.052559750422,7
29,505.731401186143,209.558646310833,7
30,537.786645389221,218.584447270355,7
31,545.078084342302,232.014151584327,7
32,552.021917355328,246.28836038074,7
33,559.374434747859,243.649557157265,7
34,563.960471875266,248.793345811,7
35,558.126854355065,256.345563011402,7
36,581.862142275799,286.873430417453,7
37,596.972952927237,304.321526344882,7
45,598.771457312535,314.063835655921,7
46,572.795763368768,327.592839024343,7
47,571.229473539951,351.2001611792,7
49,569.016446902902,380.622567042309,7
50,560.509211132678,415.152492437067,7
51,544.425745692258,433.854262818198,7
52,508.598669501092,463.997964499613,7
53,498.285000035627,469.165370938085,7
54,494.869475206718,472.748451192393,7
55,498.206902720824,474.168320574262,7
56,499.608935402066,466.115593467888,7
57,505.37199463306,463.079843451839,7
58,487.577264111119,466.48300127664,7
59,475.629486983712,472.062291613397,7
60,459.237655127642,473.256840724503,7
61,452.247288606041,471.287296453613,7
62,446.096320106407,470.694033698094,7
63,448.558939558657,470.627244014895,7
64,463.29876937169,472.268843372685,7
65,455.759359694145,473.479015541414,7
66,448.496458273786,470.74993684309,7
67,423.618194700178,465.143336385805,7
68,416.374913644251,451.767779561118,7
69,419.919023813774,456.277775485602,7
70,402.318399347094,439.341277521656,7
71,415.173340091027,452.102988944619,7
72,404.466145534626,451.955412268471,7
73,393.726558844598,443.767479815023,7
74,389.883249304677,431.019835856374,7
75,389.677052048473,385.769644501339,7
76,387.246465074609,383.408891631986,7
77,403.944646223059,360.857298014524,7
78,394.084482507228,369.200073013948,7
79,406.513864273441,357.190009885208,7
80,422.759028890576,348.057115642045,7
81,443.804138915931,348.137810825072,7
82,459.639138064232,354.270764329187,7
83,478.726587721115,366.497031921836,7
84,483.224038903741,374.017838686666,7
85,466.224630386443,360.449319657892,7
20,742.866968479103,410.549229317826,8
21,714.363445480838,444.974189224855,8
22,715.680813078821,492.491801993963,8
23,701.101488246769,456.953511576116,8
24,676.000405392332,469.408540896904,8
26,685.823257930513,460.762874082333,8
27,710.74370998033,446.662745023997,8
28,700.39242225966,466.062840089862,8
29,683.679622818339,484.093885406071,8
30,703.699741259042,469.202620090036,8
31,679.988392070112,478.761687680688,8
32,635.115880970899,491.538082287735,8
33,620.721350569305,501.376354246091,8
34,600.117032232773,508.851236128167,8
35,585.460413115676,513.983816588048,8
36,558.727046986773,519.239390445519,8
37,541.660631722438,525.203012951766,8
38,519.43749486818,534.141374873485,8
39,485.886501783015,537.185125045802,8
40,497.420514872067,533.622849704227,8
44,526.572830006978,542.361739591215,8
45,512.368089859908,543.73101542167,8
46,478.194955916315,540.767809166604,8
64,451.539579217382,577.583804046465,8
65,467.42040699716,575.490964052093,8
68,474.453129893944,569.6812851482,8
69,466.560970943601,571.135159857118,8
70,457.176857049474,573.263732544262,8
71,462.06284868318,574.156285813182,8
72,460.963946497225,575.449921023899,8
73,460.238165483642,578.355407772885,8
74,449.823097645584,583.443480508692,8
75,464.414538570177,580.104293952707,8
30,247.423346841229,769.056589044804,9
31,245.512168645978,781.650538722947,9
32,221.279832760432,738.977278612847,9
33,199.457868131124,717.525343699374,9
34,200.819529947952,725.681667206716,9
35,202.698331524188,733.54601169805,9
36,191.658559804297,723.582299898902,9
37,177.220702359411,695.653788418238,9
38,166.890751093037,701.628848814005,9
39,161.974324198717,678.186518406333,9
40,163.023541881244,682.09180917373,9
57,156.927583981693,646.811439343695,9
58,164.586221341958,657.432838866402,9
59,151.368447998761,640.846038095394,9
60,122.074974347138,611.403877730534,9
61,122.438706823598,617.134566413001,9
62,98.6306156098508,596.313316458821,9
63,84.4973492078318,604.984461094516,9
64,74.3057552169617,574.625282728203,9
65,76.2982850309474,584.877350336607,9
66,60.7086711698527,560.828647096188,9
67,46.8667548977805,543.710051581238,9
68,33.9780252024589,531.109472764604,9
69,29.1818669620697,520.115808860071,9
32,975.548058810936,913.518208832579,10
33,965.21479213094,913.50171553587,10
34,943.115584601109,919.172314852508,10
36,947.855985795451,897.938382041207,10
37,942.915874884702,906.093897368508,10
38,980.379031085205,915.891092169917,10
43,963.400239026823,914.265032395514,10
44,980.414288779693,914.621939535367,10
45,963.318034344244,908.495523577666,10
46,925.995253982848,885.452056904948,10
47,903.955545490108,863.377368856587,10
48,916.512823529631,859.718296260827,10
49,897.049056039839,851.697580953301,10
50,876.852193685718,832.595983782108,10
51,883.301903306855,829.54537378933,10
52,867.238797946539,831.679328367324,10
53,870.633778084548,841.012753938162,10
57,878.038622417028,831.354238275948,10
58,877.118593544762,826.245421070775,10
59,875.554723303674,829.405352863977,10
60,878.112131581558,829.112458999075,10
61,864.133190678714,826.135357566867,10
62,840.171553977427,814.745300883552,10
63,847.24728539515,806.09342413025,10
64,880.689379300136,809.996952721835,10
65,872.709225428032,810.357539302453,10
66,851.73225064522,810.169969033107,10
67,837.736615501013,816.064982900681,10
68,854.251940417626,820.476782315273,10
69,870.219094527415,817.667010864581,10
70,865.523087416202,819.548600173037,10
71,892.896172017061,818.383161685611,10
72,897.447685558032,818.427691524175,10
73,911.910202530383,816.344937911762,10
74,884.957500029263,826.779702634096,10
75,865.367472577769,821.728760983929,10
77,863.986397654205,823.138835928645,10
78,876.189116867724,808.878586309594,10
79,871.704499323895,804.637919632762,10
14,21.1877761791855,215.634339214448,11
15,55.3293041916819,191.37431387008,11
37,62.1183087230261,200.346627791857,11
38,80.8989204525505,195.171893453756,11
39,88.8067921354523,193.922603617045,11
40,98.7288625561933,190.379785817359,11
41,102.138626360238,187.974041783561,11
42,121.664771170334,179.098541624909,11
43,153.979914505313,157.800067646191,11
44,166.198680057637,148.970210260845,11
45,198.122483162643,132.805319446516,11
46,217.483499118673,112.277757630365,11
55,199.778073118371,68.9679780011215,11
56,176.185790103765,34.7865429476182,11
57,197.913125625882,21.7501439410548,11
58,212.861135801028,18.3862681929285,11
59,239.963273203172,8.25131890187044,11
60,276,0,11
71,277.895718343925,6.64859719253525,11
72,287.087441782659,10.9884582611155,11
73,325,0,11
77,346,0,11
78,354,0,11
42,261.787431420046,146.344205520076,12
43,240.593541012714,103.4344821919,12
44,251.768479658746,92.2198526553776,12
45,252.888134389679,91.5039495429755,12
46,263.709519467962,84.020667777493,12
48,247.536848766178,86.813818097143,12
49,277.224227481661,69.9971395117367,12
73,251.259783960667,79.3760917507789,12
74,251.493533893952,87.0479829049801,12
75,255.378683049335,85.0104184946229,12
76,259.781828733647,86.4824704764393,12
77,266.325145079861,87.466997829766,12
78,265.535464047328,88.3920302139265,12
79,269.447692974593,87.1443269233841,12
80,277.885922992631,85.1632701795529,12
81,268.5517637944,79.7988106931322,12
82,288.106886396214,68.986972061949,12
83,290.36934900608,65.2169021735996,12
84,277.891174958836,68.6867177762116,12
85,286.257370314912,65.1663358623327,12
86,297.932696628608,58.8101141089781,12
87,312.628477103113,50.6660169957694,12
88,302.40679764752,50.6686260318364,12
89,318.88242580703,47.8257258116597,12
90,306.872551922064,50.8333947362212,12
91,321.145746377171,43.8547805196197,12
39,588.857281111741,582.788241385662,13
40,564.222157489202,589.536777384,13
41,565.73601733617,589.671526692444,13
42,551.203536351339,594.390074067013,13
43,538.679801383921,603.493417602912,13
44,512.830343819287,615.921585987673,13
45,494.076786937348,627.80172293996,13
46,473.728236615591,633.769527051524,13
47,455.098394028882,632.207024509615,13
48,441.187818442521,637.167437203302,13
49,429.469663064094,639.907887487198,13
50,425.559914910285,652.187334397484,13
52,427.996446619844,648.218831853013,13
53,428.20825702142,650.484508995428,13
54,406.173067664029,652.372407101993,13
55,421.188568965439,652.015064886479,13
57,403.602179598478,653.140279993275,13
58,399.365778183108,654.045399073198,13
59,401.342448742395,660.413606424424,13
61,383.757435513863,654.292413691081,13
62,391.065167070612,664.671064869979,13
68,361.08100740272,658.851533868702,13
69,366.395864798194,666.711523749144,13
70,345.052845616202,659.588254614203,13
27,877.877780343326,415.065196368005,14
28,859.510835310662,447.403394666526,14
29,841.311787041501,467.07766665857,14
30,825.561671010815,481.833264263756,14
54,854.872141973682,490.360080045416,14
55,848.443423783691,493.92609234957,14
56,830.151976764656,486.232429825173,14
57,812.500909738255,497.969329457739,14
58,796.490673669968,487.555162275398,14
59,796.749309553957,488.158027056138,14
60,801.213741768133,467.167599954181,14
61,796.682038667024,474.040405878627,14
62,790.058126938535,485.76022327945,14
63,767.428418292722,508.241613052011,14
64,725.444739898424,525.692121396255,14
65,725.820354793329,530.826039201223,14
66,690.832480883408,551.664719649356,14
67,666.706104162295,557.806725301978,14
68,639.415888986286,570.349717597856,14
69,608.993898984166,580.829079491233,14
70,591.536161198084,594.775036786866,14
71,555.001771767578,606.926540066936,14
77,553.805013971564,635.367121762284,14
78,546.592253472228,640.670091338606,14
80,519.20497887026,640.083449551256,14
81,505.457679948736,638.625206477959,14
82,484.307178010447,647.122963196486,14
83,499.966238400527,649.888134376748,14
84,493.437249299866,651.505545791204,14
85,481.185861619504,661.302019952725,14
86,475.891467626555,661.087242813096,14
54,385.639024057348,343.272051197504,15
55,404.17669410956,319.502134493481,15
56,407.718596120338,315.498232145944,15
57,392.616866197637,328.166893031995,15
58,414.500186668776,305.386097622471,15
59,414.891511082762,310.991808879457,15
60,408.423663245404,306.870157667845,15
61,424.285709422615,293.732652342839,15
62,435.002171636434,292.025398393508,15
63,424.361472215165,292.073870631079,15
64,436.420782273575,287.336090281134,15
65,425.775286723224,289.294726664947,15
66,428.502899888385,295.834776248174,15
67,433.816215977879,298.692227605474,15
68,451.929933060214,296.277105884422,15
69,463.968439701184,300.454312730545,15
70,504.735802286651,310.955293994042,15
71,499.23322990479,302.032788212231,15
72,500.664573459458,304.926330117052,15
76,484.334986660531,292.178005973364,15
77,493.724978613567,297.128686295233,15
78,505.199087961305,298.279033350012,15
61,447.935923796899,818.934535076882,16
62,410.749882135697,806.222919611076,16
63,423.195436249768,805.927185492332,16
64,435.847525610503,811.113773078469,16
65,429.721515004371,815.606042563409,16
66,410.718402308967,814.387828256427,16
67,382.711082009939,812.927878872709,16
72,354.158536139911,816.833563041553,16
73,341.224839544965,814.031310037321,16
74,357.760717744291,832.538773120103,16
75,345.190922512107,834.571850672822,16
76,348.918524723373,845.460503440965,16
77,361.77040598629,857.387340395744,16
78,373.958707890827,867.326807785149,16
79,369.633540111708,871.20851066122,16
80,386.801642790489,889.998996652047,16
81,394.719857924693,899.901132670506,16
82,402.703523573173,907.267642960914,16
83,378.235704528626,902.551431733711,16
84,334.766111832794,883.681220092586,16
85,321.316197613409,877.164379659177,16
86,317.508678489907,885.129698108339,16
87,283.032369603924,870.810057289396,16
88,272.340524741598,870.851776370413,16
89,279.288693276888,885.156645907444,16
105,279.947897438197,861.180605342909,16
106,243.087906674091,831.611117886853,16
68,336.161357853529,789.91941616817,17
69,321.045991815614,782.643373331929,17
70,323.585147773244,786.083398580914,17
71,336.430542861624,800.668980032069,17
72,343.941363205843,796.49464253798,17
81,356.353681982828,780.04999488775,17
82,341.063549563922,772.877906215536,17
83,307.769391178123,747.224056652085,17
84,268.973641692468,723.383990603956,17
85,254.76844205146,687.505136373602,17
86,246.053782009072,678.812714626058,17
87,228.434491095924,663.690491090289,17
88,222.073710858742,661.857267790256,17
89,209.852629057774,650.117080071902,17
105,182.514323266758,677.139990934902,17
106,188.243101771606,686.754619618861,17
107,191.205225281396,692.507921208274,17
108,202.943526944797,733.853936955265,17
109,199.931427250619,735.029367956046,17
110,195.39364924377,734.143401817922,17
111,188.978641388099,752.188221202032,17
72,335.147623772053,208.205636133766,18
73,362.427889891901,191.440931225446,18
74,387.582352012242,182.466627022889,18
75,394.286592700893,175.793814963982,18
76,417.82050965799,167.834149583907,18
77,374.639050526578,175.985766458426,18
87,371.901570778527,210.144704757379,18
88,412.947818238114,202.24334085556,18
89,449.05509624857,198.434070931752,18
90,474.019095344927,199.629707780786,18
96,498.154623139425,209.542974506535,18
97,540.180678114938,222.058518349718,18
98,542.519802590736,222.103903677048,18
99,561.592338363418,232.37048945115,18
100,566.550444355598,235.039884768977,18
101,568.613060382599,234.289532968369,18
102,586.301859919399,252.974716171108,18
103,600.311922128638,265.944230009447,18
104,605.425853741674,273.797174213551,18
105,614.936882171669,303.366112940533,18
127,661.740318053924,303.283049234376,18
128,679.067073710586,348.938290306866,18
129,685.661655821204,389.806440061923,18
130,682.901387795125,374.412349524454,18
132,686.295281593845,408.081278146977,18
133,684.608488498805,429.369939411613,18
134,672.802604773631,463.136388375082,18
85,484.105662396646,674.494412307179,19
86,484.497050007516,675.48698618101,19
87,465.994674201654,682.58837447562,19
111,470.028908443069,728.993886126574,19
112,425.002947370771,730.810788218649,19
118,410.544443705591,732.336173981499,19
119,378.982237367115,730.981523468439,19
120,385.720545825454,731.203078713347,19
122,370.708655150805,731.313378330706,19
123,334.956074704416,727.223982491364,19
124,338.104980473349,725.763657959323,19
125,316.735600449499,716.037677240999,19
126,307.179812989815,705.492048263379,19
127,295.299726596202,685.979907134993,19
128,279.018386924552,667.804414942175,19
129,255.566250667714,625.715626315975,19
130,223.818885448353,597.272854252111,19
131,231.929555578514,601.160263612321,19
137,237.738028507109,600.114506857758,19
138,235.277510997142,562.62376757168,19
139,242.599057843453,569.283515885422,19
140,257.901161264647,584.351452568239,19
141,255.851677658058,551.585833122127,19
86,920.311041748919,407.066184252632,20
87,926.593546593734,409.452743660889,20
88,933.095317347611,432.739529760877,20
89,927.210138126612,466.193943498606,20
90,922.142565013925,478.919751445781,20
91,901.90632110738,507.938979117502,20
92,868.449479507985,541.478246346873,20
93,845.924912536448,556.238730507374,20
94,835.171543299075,561.742513222068,20
95,815.763466195994,574.174655939802,20
96,803.31531801014,580.609288900032,20
100,807.934989579471,580.45987372835,20
101,790.103347624261,582.362834950262,20
102,776.359418661031,594.743982702633,20
103,738.864156819668,610.919875504785,20
104,757.933132125301,605.266118865177,20
105,735.758155696601,622.507891762374,20
106,736.567799174034,624.758651561263,20
130,767.561611469467,624.663919483354,20
131,738.024187463439,643.930995875258,20
132,707.008533963799,666.737099687916,20
133,681.582068341601,686.295763744443,20
141,696.729023834764,702.333657542272,20
142,675.009890551165,724.372276909435,20
143,666.337190506473,736.653132039612,20
144,652.279654771864,753.502665434133,20
145,630.453362399386,768.58449838626,20
95,282.017781360866,191.31319949407,21
96,293.835357918275,174.772217899968,21
99,302.732444988135,177.97450732693,21
100,300.380179795758,174.602148992122,21
101,309.790020533822,179.346768187312,21
102,310.097106575616,175.939129902755,21
103,346.643474052563,162.235019716512,21
104,364.264252536463,154.78401653309,21
105,395.747920373929,139.43477942145,21
106,390.565925851292,143.700939251001,21
107,386.369507831835,145.781599502946,21
113,353.038964766928,166.8485295371,21
114,359.899137028109,155.513850953558,21
115,358.018699188546,149.750794972457,21
116,388.239184481759,138.8394502366,21
117,378.994159285329,145.731491760192,21
118,400.392376741566,139.612481322065,21
119,392.487112006096,143.689659652011,21
120,416.365942833935,143.968183893627,21
121,439.691932465514,138.925209331116,21
122,458.470087393435,147.652177795021,21
100,19.2162756399423,82.7692558509006,22
101,47.1455714827653,81.9114876139243,22
102,46.6157749767374,87.8330663952977,22
103,49.3924449331896,91.3267495235158,22
104,30.5374717735147,96.152965564495,22
105,38.61858415705,93.8456769538877,22
106,49.327283032645,89.3285600015687,22
107,44.8670972170575,92.9886190603006,22
108,40.2920577698489,88.6970205691302,22
109,51.5232870459591,86.6371357520667,22
110,79.3189775205531,83.8617108588418,22
111,85.8974133845923,78.6645879712043,22
120,86.5884337702465,100.159819310907,22
121,89.1065285082721,99.8829659039933,22
122,87.2803616584859,99.8897420123698,22
123,87.7872594182144,100.24557745186,22
124,80.7850411911018,104.039013557402,22
125,91.349830149815,99.9901936322059,22
126,86.4952239535843,103.203243393211,22
127,100.82515419028,105.931464265441,22
128,137.186242058877,105.798891005658,22
129,140.516855791544,143.988589697929,22
130,143.74596535538,147.578186316586,22
131,148.222481764031,149.323680225526,22
133,158.56884164725,144.889324333757,22
134,178.76630042536,129.20012607406,22
135,189.604231715298,126.985195487228,22
136,190.117607105646,128.905651958226,22
137,202.980040666772,106.439408499245,22
138,208.14517530666,107.079699914868,22
139,234.639823568735,100.157713123702,22
140,240.762719331746,96.300341406474,22
141,267.126010117398,87.7140375337451,22
142,297.170513686932,91.3268506429965,22
143,337.019282451953,79.6579759801118,22
144,371.24767927843,72.3992058768496,22
145,405.35781949073,71.4612791139751,22
146,427.895520989537,80.5870977159545,22
147,446.180319659329,83.9344218897678,22
105,239.089056666753,793.150841009349,23
106,238.503417257223,799.517596592505,23
107,239.312136360744,810.327463877553,23
108,233.184246016081,818.470458309419,23
109,213.907679583929,793.392849045714,23
110,200.261963867073,772.41667862607,23
111,200.021598329935,760.994554395155,23
112,197.069322164855,763.850577752946,23
113,195.580746215259,770.758606755249,23
129,189.686927277847,816.027046240394,23
130,196.99364903163,825.432145705269,23
131,209.177387829101,857.136101677468,23
132,187.104042128335,829.066104046745,23
133,185.812535527828,808.023041685054,23
134,186.020234278183,820.579478420424,23
135,181.079927670654,800.776594335448,23
136,164.241775477835,797.856123888371,23
158,148.686470887605,813.946084559391,23
159,139.019506042671,801.167535854613,23
160,128.351129728369,783.876203545326,23
111,134.832468848947,170.780909340891,24
112,146.00992597409,166.137956815295,24
113,137.206486957807,167.567849561098,24
114,153.418050190256,156.501864013211,24
115,186.662165556915,143.233459078939,24
116,216.657749441112,122.406626659329,24
117,244.918184849373,104.185431259376,24
118,253.905752635102,104.880631541479,24
119,254.539297905288,103.638956909944,24
121,268.337603315815,102.510832621397,24
122,286.425789534312,98.578303998006,24
123,294.038837374465,95.9325891351184,24
124,333.519828695855,81.2503349366579,24
125,362.832825153097,76.4450538485324,24
126,364.960697689788,83.6824786670802,24
127,352.746881947926,93.4858292081394,24
128,383.93325867681,89.0421771940988,24
129,365.806874410117,92.3903670189959,24
130,374.437346443919,88.9122132038008,24
131,401.082220789401,79.4583432591723,24
132,410.808451775377,77.6657901501695,24
133,430.450898038998,74.6110410922699,24
134,453.440793614854,75.3953637710982,24
135,447.110910828726,80.7435005538194,24
136,455.259357042966,82.2919423894959,24
137,440.783667961999,82.9883778473616,24
138,431.015921192016,82.8476917936678,24
139,422.35083381006,82.1331431972786,24
140,411.223705932861,82.3981874669148,24
141,401.257629794955,83.2193511294819,24
142,412.147446015278,89.962982689552,24
114,67.9166961914188,335.400921525682,25
115,86.3190737018587,317.748597488837,25
116,63.0753207272561,340.866044927837,25
117,63.642034681878,349.165079740259,25
124,45.275894890083,324.340017217209,25
125,56.2471531046207,310.389541885451,25
126,82.4925700837919,275.296925672101,25
127,84.5127429795218,269.85431508966,25
128,79.6021472912601,239.381539508488,25
129,88.1574330917244,233.841261440534,25
130,85.897820458253,237.751623928744,25
131,93.9297815165544,231.542372678253,25
132,89.5560282669041,235.47164448107,25
134,91.8858539879417,233.575682515294,25
135,83.8936788775762,241.848162883023,25
136,92.575305272017,236.126318824986,25
139,88.4954995070818,238.477722549144,25
140,99.0570725906144,232.2742499139,25
141,91.5174143482538,239.687268197197,25
142,101.74988834043,219.505231868009,25
143,112.241145584457,222.669717037855,25
144,109.782284682306,224.276766419478,25
145,112.227131008708,231.049827210674,25
146,113.806047474736,234.373226361777,25
147,135.954443307534,220.657249163473,25
148,168.608674027339,196.324123499033,25
149,189.663191014773,186.485613312883,25
150,199.303826747029,190.321191635989,25
151,209.939922990089,170.752146070139,25
152,216.796656494725,169.511348917829,25
153,214.731315526892,160.551455692151,25
156,232.287011908568,162.377101779626,25
157,221.64327694064,175.995717314984,25
158,209.345621540577,177.800316585263,25
159,208.751216912524,176.200009453993,25
160,220.749128976492,173.890363523872,25
161,231.910747878075,176.883764752752,25
162,228.057810019895,183.064335132012,25
163,251.000889529956,169.413909540532,25
164,235.322814338678,173.606621851179,25
165,244.052440119262,159.769820805827,25
166,213.46350852272,152.002728780618,25
167,220.732053817141,143.555976924897,25
112,388.500642041953,789.045710904696,26
113,370.08887392165,782.932192976104,26
123,373.50843397124,789.777973156199,26
124,358.572377061042,779.649402134878,26
125,359.30734839284,773.714524022851,26
126,369.844429422347,781.323533212016,26
127,347.931274136858,774.08576627089,26
128,331.50203252486,769.439789212677,26
153,334.930328355307,794.101899185452,26
154,323.821414157473,779.972560849181,26
155,325.229726357704,809.557385935779,26
